song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
Got to Be Real,Cheryl Lynn,1978-07-17,1978,70,58r4JuwHhXLAkttkaUZfLw,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,audio_features,spotify:track:58r4JuwHhXLAkttkaUZfLw,https://api.spotify.com/v1/tracks/58r4JuwHhXLAkttkaUZfLw,https://api.spotify.com/v1/audio-analysis/58r4JuwHhXLAkttkaUZfLw,307947,4,No,7
Shut Up and Drive,Rihanna,2008-06-02,2008,00,4QdX6pmNnJ5cleufWQIr5D,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,audio_features,spotify:track:4QdX6pmNnJ5cleufWQIr5D,https://api.spotify.com/v1/tracks/4QdX6pmNnJ5cleufWQIr5D,https://api.spotify.com/v1/audio-analysis/4QdX6pmNnJ5cleufWQIr5D,212280,4,No,5
Cherry Bomb,Joan Jett & The Blackhearts,1984-10-01,1984,80,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,audio_features,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,175173,4,No,10
Step It Up,RuPaul ft. Dave Audé,2015-03-02,2015,10,4tpSjqtLO12aIUHcSBR9rp,0.961,0.617,11,-5.76,1,0.344,0.26,0.0,0.149,0.734,125.009,audio_features,spotify:track:4tpSjqtLO12aIUHcSBR9rp,https://api.spotify.com/v1/tracks/4tpSjqtLO12aIUHcSBR9rp,https://api.spotify.com/v1/audio-analysis/4tpSjqtLO12aIUHcSBR9rp,161280,4,No,2
Anaconda,Nicki Minaj,2014-12-15,2014,10,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,audio_features,spotify:track:794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/audio-analysis/794F99D5BQHS5ZGRXAs7I5,260240,4,No,2
Jump (For My Love),The Pointer Sisters,1983-11-06,1983,80,3L9ClO1W5KmebIXTrlKShF,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,audio_features,spotify:track:3L9ClO1W5KmebIXTrlKShF,https://api.spotify.com/v1/tracks/3L9ClO1W5KmebIXTrlKShF,https://api.spotify.com/v1/audio-analysis/3L9ClO1W5KmebIXTrlKShF,267227,4,No,4
Green Light,Lorde,2017-06-16,2017,10,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,audio_features,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,https://api.spotify.com/v1/tracks/6ie2Bw3xLj2JcGowOlcMhb,https://api.spotify.com/v1/audio-analysis/6ie2Bw3xLj2JcGowOlcMhb,234653,4,No,9
I Kissed a Girl,Katy Perry,2008-06-17,2008,00,005lwxGU1tms6HGELIcUv9,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,audio_features,spotify:track:005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/tracks/005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/audio-analysis/005lwxGU1tms6HGELIcUv9,179640,4,No,5
The Boss,Diana Ross,1979-05-23,1979,70,3pbtBomO4Zt5gGiqsYeiBH,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,audio_features,spotify:track:3pbtBomO4Zt5gGiqsYeiBH,https://api.spotify.com/v1/tracks/3pbtBomO4Zt5gGiqsYeiBH,https://api.spotify.com/v1/audio-analysis/3pbtBomO4Zt5gGiqsYeiBH,245600,4,No,4
Nobody's Supposed to Be Here (Hex Hector Dance Mix),Deborah Cox,1998-09-17,1998,90,2q03KwRuMNAMgYYrtxEmoc,0.749,0.852,9,-6.855,1,0.0698,0.0346,0.063,0.174,0.561,131.993,audio_features,spotify:track:2q03KwRuMNAMgYYrtxEmoc,https://api.spotify.com/v1/tracks/2q03KwRuMNAMgYYrtxEmoc,https://api.spotify.com/v1/audio-analysis/2q03KwRuMNAMgYYrtxEmoc,323667,4,No,10
Freaky Money,RuPaul ft. Big Freedia,2014-02-24,2014,10,5AuF8YEo34zM8IP7uhipDN,0.745,0.623,2,-4.008,1,0.111,0.000587,0.0,0.237,0.399,103.677,audio_features,spotify:track:5AuF8YEo34zM8IP7uhipDN,https://api.spotify.com/v1/tracks/5AuF8YEo34zM8IP7uhipDN,https://api.spotify.com/v1/audio-analysis/5AuF8YEo34zM8IP7uhipDN,183333,4,No,9
Wrecking Ball,Miley Cyrus,2013-10-04,2013,10,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,audio_features,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4,No,6
Emotions,Mariah Carey,1991-09-17,1991,90,6xkryXuiZU360Lngd4sx13,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,243493,4,No,4
Into You,Ariana Grande,2016-05-20,2016,10,63y6xWR4gXz7bnUGOk8iI6,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,spotify:track:63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/tracks/63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/audio-analysis/63y6xWR4gXz7bnUGOk8iI6,244453,4,No,9
How Will I Know,Whitney Houston,2021-09-24,2021,20,79wbJeLkXOlJh4AzaWCWfL,0.761,0.739,6,-3.591,1,0.0369,0.178,3.35e-06,0.23,0.656,118.997,audio_features,spotify:track:79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/tracks/79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/audio-analysis/79wbJeLkXOlJh4AzaWCWfL,213436,4,No,5
Jump to It,Aretha Franklin,1982-05-01,1982,80,2gJDyiRxxIglLXp545SPVL,0.705,0.842,9,-6.171,1,0.0503,0.231,0.0,0.382,0.712,107.931,audio_features,spotify:track:2gJDyiRxxIglLXp545SPVL,https://api.spotify.com/v1/tracks/2gJDyiRxxIglLXp545SPVL,https://api.spotify.com/v1/audio-analysis/2gJDyiRxxIglLXp545SPVL,240120,4,No,10
Kitty Girl,RuPaul,2018-03-16,2018,10,6ecG7zlvn65piigZIjEgFc,0.824,0.792,8,-4.078,1,0.0415,0.00358,0.0,0.102,0.777,124.993,audio_features,spotify:track:6ecG7zlvn65piigZIjEgFc,https://api.spotify.com/v1/tracks/6ecG7zlvn65piigZIjEgFc,https://api.spotify.com/v1/audio-analysis/6ecG7zlvn65piigZIjEgFc,195850,4,No,5
Adrenaline,RuPaul ft. Myah Marie,2014-02-24,2014,10,1gM6c6WMFnzdzKuR4L9WWf,0.8,0.647,2,-5.637,1,0.165,0.049,1.3e-06,0.0821,0.486,127.988,audio_features,spotify:track:1gM6c6WMFnzdzKuR4L9WWf,https://api.spotify.com/v1/tracks/1gM6c6WMFnzdzKuR4L9WWf,https://api.spotify.com/v1/audio-analysis/1gM6c6WMFnzdzKuR4L9WWf,272827,4,No,2
Peanut Butter,RuPaul ft. Big Freedia,2012-06-05,2012,10,0an1BrPlqEV2LiWjuV9SuE,0.734,0.684,7,-5.072,1,0.12,0.0669,0.0,0.313,0.494,106.051,audio_features,spotify:track:0an1BrPlqEV2LiWjuV9SuE,https://api.spotify.com/v1/tracks/0an1BrPlqEV2LiWjuV9SuE,https://api.spotify.com/v1/audio-analysis/0an1BrPlqEV2LiWjuV9SuE,206213,4,No,9
You Spin Me Round (Like a Record),Dead or Alive,1983,1983,80,1ChulFMnwxoD74Me8eX2TU,0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,audio_features,spotify:track:1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/tracks/1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/audio-analysis/1ChulFMnwxoD74Me8eX2TU,195147,4,No,10
Come Rain or Come Shine,Judy Garland,1956,1956,50,1rtzABisO0N3DL9S3WQ2Z1,0.456,0.285,7,-13.676,1,0.0858,0.766,0.0,0.0786,0.516,83.435,audio_features,spotify:track:1rtzABisO0N3DL9S3WQ2Z1,https://api.spotify.com/v1/tracks/1rtzABisO0N3DL9S3WQ2Z1,https://api.spotify.com/v1/audio-analysis/1rtzABisO0N3DL9S3WQ2Z1,221293,4,No,0
When I Think of You,Janet Jackson,1986-02-04,1986,80,3mJ6pNcFM2CkykCYSREdKT,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,audio_features,spotify:track:3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/tracks/3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/audio-analysis/3mJ6pNcFM2CkykCYSREdKT,235493,4,No,4
Fighter,Christina Aguilera,2002-07-19,2002,00,7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,audio_features,spotify:track:7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,245960,4,No,1
Livin' la Vida Loca,Ricky Martin,1999,1999,90,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,audio_features,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160,4,No,3
Neutron Dance,The Pointer Sisters,1983-04-01,1983,80,3Uyxe1fbF4zWSEwy38qgMw,0.752,0.839,9,-6.879,1,0.0503,0.0236,0.0,0.263,0.864,104.794,audio_features,spotify:track:3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/tracks/3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/audio-analysis/3Uyxe1fbF4zWSEwy38qgMw,253413,4,No,10
Juice,Lizzo,2019-04-19,2019,10,0k664IuFwVP557Gnx7RhIl,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,audio_features,spotify:track:0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/tracks/0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/audio-analysis/0k664IuFwVP557Gnx7RhIl,195145,4,No,1
Where Have You Been,Rihanna,2011-11-18,2011,10,5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,audio_features,spotify:track:5WQQIDU3HRaMyPkob8mpFb,https://api.spotify.com/v1/tracks/5WQQIDU3HRaMyPkob8mpFb,https://api.spotify.com/v1/audio-analysis/5WQQIDU3HRaMyPkob8mpFb,242680,4,No,9
Open Your Heart,Madonna,2009-09-18,2009,00,3kme5Qos8h04yrKxsgur79,0.656,0.899,5,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.239,audio_features,spotify:track:3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/tracks/3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/audio-analysis/3kme5Qos8h04yrKxsgur79,229280,4,No,5
One Last Time,Ariana Grande,2014-08-25,2014,10,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4,No,9
Fancy,Reba McEntire,1990-01-01,1990,90,0FtV0YbnnjD7PXpLHFHPhn,0.674,0.517,11,-11.225,1,0.0726,0.226,0.0,0.0697,0.482,94.98,audio_features,spotify:track:0FtV0YbnnjD7PXpLHFHPhn,https://api.spotify.com/v1/tracks/0FtV0YbnnjD7PXpLHFHPhn,https://api.spotify.com/v1/audio-analysis/0FtV0YbnnjD7PXpLHFHPhn,299733,4,No,4
Make Me Feel,Janelle Monáe,2018-04-27,2018,10,5gW5dSy3vXJxgzma4rQuzH,0.859,0.413,1,-7.399,1,0.182,0.132,0.0,0.334,0.697,115.035,audio_features,spotify:track:5gW5dSy3vXJxgzma4rQuzH,https://api.spotify.com/v1/tracks/5gW5dSy3vXJxgzma4rQuzH,https://api.spotify.com/v1/audio-analysis/5gW5dSy3vXJxgzma4rQuzH,194230,4,No,2
Uptown Funk,Mark Ronson ft. Bruno Mars,2015-01-12,2015,10,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,No,5
Miss You Much,Janet Jackson,1989-09-19,1989,80,4r5VaK6H1bq0cTGPMTN97Z,0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,audio_features,spotify:track:4r5VaK6H1bq0cTGPMTN97Z,https://api.spotify.com/v1/tracks/4r5VaK6H1bq0cTGPMTN97Z,https://api.spotify.com/v1/audio-analysis/4r5VaK6H1bq0cTGPMTN97Z,252333,4,No,10
Womanizer,Britney Spears,2008-12-02,2008,00,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,audio_features,spotify:track:4fixebDZAVToLbUCuEloa2,https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2,https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2,224400,4,No,9
Dirrty,Christina Aguilera ft. Redman,2002-07-19,2002,00,59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,audio_features,spotify:track:59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,298853,4,No,2
Dance Again,Jennifer Lopez ft. Pitbull,2012-07-20,2012,10,2xnoPV3NLescauc0ZJ1MDZ,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,audio_features,spotify:track:2xnoPV3NLescauc0ZJ1MDZ,https://api.spotify.com/v1/tracks/2xnoPV3NLescauc0ZJ1MDZ,https://api.spotify.com/v1/audio-analysis/2xnoPV3NLescauc0ZJ1MDZ,237267,4,No,5
Sugar Walls,Sheena Easton,1984,1984,80,4kVE7IVF3ZlD1d7k08dmVY,0.744,0.55,10,-12.689,1,0.0554,0.0746,4.2e-05,0.0353,0.853,126.51,audio_features,spotify:track:4kVE7IVF3ZlD1d7k08dmVY,https://api.spotify.com/v1/tracks/4kVE7IVF3ZlD1d7k08dmVY,https://api.spotify.com/v1/audio-analysis/4kVE7IVF3ZlD1d7k08dmVY,241600,4,No,4
Boom Clap,Charli XCX,2014-12-15,2014,10,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,audio_features,spotify:track:0Y1MWB026LYxGvhq4EcMiC,https://api.spotify.com/v1/tracks/0Y1MWB026LYxGvhq4EcMiC,https://api.spotify.com/v1/audio-analysis/0Y1MWB026LYxGvhq4EcMiC,169866,4,No,5
Since U Been Gone,Kelly Clarkson,2004-01-17,2004,00,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960,4,No,9
Heartbreaker,Pat Benatar,1979-01-01,1979,70,22ML0MuFKfw16WejbxsLOy,0.466,0.588,5,-10.666,0,0.0812,0.285,9.94e-06,0.0535,0.882,156.131,audio_features,spotify:track:22ML0MuFKfw16WejbxsLOy,https://api.spotify.com/v1/tracks/22ML0MuFKfw16WejbxsLOy,https://api.spotify.com/v1/audio-analysis/22ML0MuFKfw16WejbxsLOy,209360,4,No,0
Girls Just Want to Have Fun,Cyndi Lauper,1983-10-14,1983,80,4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4,No,10
Focus,Ariana Grande,2015-10-30,2015,10,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4,No,5
Song for the Lonely,Cher,2001,2001,00,1nu7ec0zCNvyHRrFXZsFHy,0.548,0.915,0,-7.01,1,0.0556,0.00528,0.0,0.186,0.38,129.972,audio_features,spotify:track:1nu7ec0zCNvyHRrFXZsFHy,https://api.spotify.com/v1/tracks/1nu7ec0zCNvyHRrFXZsFHy,https://api.spotify.com/v1/audio-analysis/1nu7ec0zCNvyHRrFXZsFHy,202600,4,No,9
Barbie Girl,Aqua,1997-01-01,1997,90,5ZrDlcxIDZyjOzHdYW1ydr,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,audio_features,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr,197960,4,No,4
"Good Golly, Miss Molly",Little Richard,1969-01-01,1969,60,0ZvgXNstN4o2ZXPomtBYVp,0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,audio_features,spotify:track:0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/tracks/0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/audio-analysis/0ZvgXNstN4o2ZXPomtBYVp,129133,4,No,0
Stupid Love,Lady Gaga,2020-05-29,2020,20,7yBbV2k2S2uhaQc24NF2xt,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,audio_features,spotify:track:7yBbV2k2S2uhaQc24NF2xt,https://api.spotify.com/v1/tracks/7yBbV2k2S2uhaQc24NF2xt,https://api.spotify.com/v1/audio-analysis/7yBbV2k2S2uhaQc24NF2xt,193533,4,No,5
Say You'll Be There,Spice Girls,1996-01-01,1996,90,1yTQ39my3MoNROlFw3RDNy,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,audio_features,spotify:track:1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/tracks/1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/audio-analysis/1yTQ39my3MoNROlFw3RDNy,235973,4,No,4
We Like to Party! (The Vengabus),Vengaboys,1999-06-04,1999,90,73ljrkSg4A0q3ByU0Cu7mw,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,audio_features,spotify:track:73ljrkSg4A0q3ByU0Cu7mw,https://api.spotify.com/v1/tracks/73ljrkSg4A0q3ByU0Cu7mw,https://api.spotify.com/v1/audio-analysis/73ljrkSg4A0q3ByU0Cu7mw,222459,4,No,7
Let It Go,Alexandra Burke,2012-06-04,2012,10,7c9T1m1RrtAWopKQVvFC3D,0.747,0.613,8,-8.151,0,0.398,0.124,0.00364,0.288,0.555,139.723,audio_features,spotify:track:7c9T1m1RrtAWopKQVvFC3D,https://api.spotify.com/v1/tracks/7c9T1m1RrtAWopKQVvFC3D,https://api.spotify.com/v1/audio-analysis/7c9T1m1RrtAWopKQVvFC3D,223642,4,No,2
Toy,Netta,2018-05-23,2018,10,6n2eIfLj0wOOUkUfNmYzlh,0.786,0.712,3,-5.349,0,0.0678,0.0706,0.0,0.236,0.795,130.144,audio_features,spotify:track:6n2eIfLj0wOOUkUfNmYzlh,https://api.spotify.com/v1/tracks/6n2eIfLj0wOOUkUfNmYzlh,https://api.spotify.com/v1/audio-analysis/6n2eIfLj0wOOUkUfNmYzlh,180231,4,No,5
Domino,Jessie J,2011-01-01,2011,10,6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,audio_features,spotify:track:6MAdEUilV2p9RQUqE5bMAK,https://api.spotify.com/v1/tracks/6MAdEUilV2p9RQUqE5bMAK,https://api.spotify.com/v1/audio-analysis/6MAdEUilV2p9RQUqE5bMAK,231693,4,No,5
The Reflex,Duran Duran,1983-11-21,1983,80,4sz1Ng2Cgidfqqiy0pNL6R,0.554,0.888,0,-6.664,1,0.087,0.107,0.0,0.291,0.82,126.701,audio_features,spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,267427,4,No,10
Supernova,Kylie Minogue,2020-11-06,2020,20,2kYDYNJcZyEADRXwoZgQUk,0.568,0.929,4,-3.274,0,0.0845,0.00188,0.165,0.39,0.557,124.0,audio_features,spotify:track:2kYDYNJcZyEADRXwoZgQUk,https://api.spotify.com/v1/tracks/2kYDYNJcZyEADRXwoZgQUk,https://api.spotify.com/v1/audio-analysis/2kYDYNJcZyEADRXwoZgQUk,197880,4,No,1
